Gene_ID	Control_1	Control_2	Control_3	Control_4	PDX_1	PDX_2	PDX_3	PDX_4
ENSMUSG00000001517	0.311453	0.177545	0.085164	0.148039	0.230694	0.086385	0.076475	0.000000
ENSMUSG00000001518	2.737005	3.203935	2.514046	2.334847	2.611122	2.367910	3.087646	2.470651
ENSMUSG00000001520	1.039787	1.276895	1.259234	1.548900	1.122192	1.415544	0.988436	1.050164
ENSMUSG00000001521	1.642676	2.348108	2.049682	2.536951	1.640844	2.157696	2.149345	1.706695
ENSMUSG00000001524	3.437379	4.072512	3.641137	5.908905	3.661923	3.387185	3.898432	2.289333
ENSMUSG00000001525	14.832927	14.875954	12.724543	16.012051	10.374059	9.598751	12.930341	9.527859
ENSMUSG00000001542	7.795151	6.882084	6.954942	7.139684	8.024404	5.367899	7.406429	5.555540
ENSMUSG00000001552	19.721088	21.763350	21.872942	20.537159	22.036003	15.983894	18.441656	24.444256
ENSMUSG00000001555	2.561676	2.376769	2.087108	2.319758	1.592565	1.014587	1.468284	0.800217
ENSMUSG00000001558	0.018561	0.079278	0.102813	0.126546	0.237881	0.150268	0.167510	0.292957
ENSMUSG00000001566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001569	1.797392	2.223076	2.600358	2.156997	2.001389	2.043200	2.484724	2.261545
ENSMUSG00000001576	12.321812	12.773937	10.775764	12.767880	7.574520	9.692919	8.544883	8.241578
ENSMUSG00000001583	0.000000	0.000000	0.036881	0.057555	0.000000	0.000000	0.104004	0.000000
ENSMUSG00000001588	0.085082	0.055812	0.041880	0.206528	0.048188	0.200688	0.128590	0.033881
ENSMUSG00000001604	77.248596	86.372368	83.799629	85.552887	85.859505	101.875069	87.846634	87.423080
ENSMUSG00000001622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001627	12.006675	18.068113	12.684946	14.844440	12.066840	9.676988	12.529856	13.359159
ENSMUSG00000001630	2.477758	2.995562	2.578302	3.009084	2.355944	2.227432	2.500376	2.040905
ENSMUSG00000001632	2.782938	3.074909	3.940903	3.232545	3.796662	2.946466	3.025568	3.181418
ENSMUSG00000001642	43.116844	43.507893	40.758865	48.994801	39.997585	44.100304	41.585541	36.186310
ENSMUSG00000001655	0.049439	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.000000
ENSMUSG00000001656	2.024667	2.681177	2.881629	2.507327	2.915011	3.164237	2.806470	3.017055
ENSMUSG00000001657	0.804038	0.835669	1.322949	1.537820	1.182938	0.993296	1.682778	1.207525
ENSMUSG00000001661	1.594879	2.991322	1.664265	1.164583	1.723769	2.688251	3.073979	1.626290
ENSMUSG00000001663	2.433538	2.670200	3.449459	4.192489	1.778572	2.075113	2.635164	1.912615
ENSMUSG00000001665	1.024201	0.885502	1.064021	1.197521	0.702170	1.241358	1.540021	0.894324
ENSMUSG00000001666	11.652119	15.644678	11.488793	10.207151	10.838923	12.620068	9.894451	6.258549
ENSMUSG00000001670	0.0	0.0	0.0	0.0	0.0	0.0	0.035058	0.0
ENSMUSG00000001672	0.000000	0.033715	0.064837	0.0	0.0	0.000000	0.106721	0.034504
ENSMUSG00000001674	4.681614	4.879279	4.268968	4.791708	5.067545	5.194070	5.884982	4.704265
ENSMUSG00000001687	37.759361	42.252277	41.960133	40.541447	41.839394	53.787003	46.431229	66.242264
ENSMUSG00000001700	2.224550	1.685796	1.905163	1.760465	1.732746	1.160277	2.058047	1.302617
ENSMUSG00000001707	3.338110	4.181266	3.722556	3.825041	3.832262	3.967983	4.093102	3.127537
ENSMUSG00000001729	16.527138	17.892830	18.118370	18.842999	15.179668	13.100554	14.640119	10.611145
ENSMUSG00000001739	0.521843	0.553897	0.386875	0.662378	0.701739	0.412130	1.060846	0.575566
ENSMUSG00000001741	0.811102	0.803428	0.690537	0.640616	0.763296	1.209181	0.989632	0.493134
ENSMUSG00000001750	3.085714	1.966219	2.300557	2.440070	2.911679	2.033194	2.926388	2.296803
ENSMUSG00000001751	1.135719	0.975501	1.018848	1.448161	1.557567	1.540457	1.586700	1.572931
ENSMUSG00000001755	2.268652	2.236711	2.494228	3.230917	2.532192	2.117079	2.084261	2.584095
ENSMUSG00000001761	2.118410	2.193551	1.859027	2.244532	1.107930	1.400644	1.784167	1.351750
ENSMUSG00000001763	0.901720	0.774265	0.748980	0.663809	0.785934	0.802949	0.569026	0.792005
ENSMUSG00000001767	4.868021	5.675843	5.657568	5.364008	6.372695	4.586066	6.178098	5.217032
ENSMUSG00000001768	3.541522	3.853319	3.365214	3.487276	3.635795	3.084999	2.920143	1.699475
ENSMUSG00000001773	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000
ENSMUSG00000001774	10.896515	11.236149	9.569742	10.871254	8.929391	9.993686	9.045705	9.367514
ENSMUSG00000001783	13.026884	14.478786	12.598352	14.450296	11.415417	12.246787	13.218689	12.487697
ENSMUSG00000001785	6.621520	7.244231	6.779115	5.875278	7.285024	7.129697	8.162354	6.489985
ENSMUSG00000001786	1.245850	1.362530	2.510422	1.969223	2.283272	1.602037	2.035964	1.682741
ENSMUSG00000001794	49.963974	55.041290	56.389938	57.102573	57.601990	58.033817	62.397430	58.621990
ENSMUSG00000001802	3.463891	4.383999	3.456617	4.339298	3.587964	3.109535	3.558746	3.766081
ENSMUSG00000001804	0.181103	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001827	0.000000	0.337413	0.000000	0.290862	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000001829	9.248274	10.466007	10.046584	10.018258	10.566464	10.191969	11.326344	11.284256
ENSMUSG00000001833	24.834187	37.273544	28.611376	23.314985	22.196268	28.717859	24.292374	29.007368
ENSMUSG00000001844	9.219190	9.458133	9.049557	8.941961	8.535159	9.051410	10.494162	9.464082
ENSMUSG00000001847	30.637047	32.705215	33.584450	33.068573	31.547428	32.149242	34.546772	31.751276
ENSMUSG00000001855	2.996621	3.642592	3.857782	3.889908	3.556345	3.585319	3.701052	3.675028
ENSMUSG00000001864	1.467193	1.006349	2.614478	1.550346	1.170049	1.029839	0.936947	0.606610
ENSMUSG00000001865	4.045650	1.531212	2.690456	1.689392	2.545294	2.234736	3.030519	1.010892
ENSMUSG00000001870	2.971381	2.577088	2.667895	3.196596	2.205137	1.829068	2.551588	1.339770
ENSMUSG00000001891	221.081146	241.533997	201.938126	225.917709	247.256058	237.618973	258.544800	209.058304
ENSMUSG00000001901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000001909	9.246533	11.236010	8.711527	12.830597	12.075218	11.595388	9.568671	9.972663
ENSMUSG00000001910	5.606878	5.643543	6.113187	5.789372	4.417021	4.720829	5.326129	5.198337
ENSMUSG00000001911	80.030289	93.544350	79.194275	90.263046	79.556488	81.025558	84.271568	74.480949
ENSMUSG00000001918	8.403479	12.467572	6.490747	10.289544	5.608501	4.927672	4.357234	3.123834
ENSMUSG00000001924	29.605165	32.632019	32.502338	34.250214	36.007671	30.693602	35.930714	30.258389
ENSMUSG00000001930	4.171414	4.728754	4.113079	3.922312	4.274554	4.266048	5.950685	6.283829
ENSMUSG00000001942	1.344234	1.633070	1.428159	1.752050	1.210490	1.355949	1.471058	1.085202
ENSMUSG00000001943	2.512273	3.473966	1.525578	2.078505	4.740314	4.162993	2.063694	1.202040
ENSMUSG00000001946	8.903528	10.678246	8.261018	9.244046	10.609519	11.306001	13.389601	9.054987
ENSMUSG00000001948	1.510788	1.369992	1.783200	1.396616	1.260402	1.027060	1.261440	0.700831
ENSMUSG00000001962	6.695261	7.539066	7.146415	8.149892	6.797212	8.303835	6.977421	8.127783
ENSMUSG00000001964	13.312384	8.294877	15.274614	7.994600	16.819546	9.533525	10.407312	15.864483
ENSMUSG00000001983	18.092031	19.734722	20.225777	17.801825	14.153186	15.405583	16.195210	15.419537
ENSMUSG00000001985	0.107800	0.080891	0.121840	0.042346	0.049636	0.047322	0.087996	0.092698
ENSMUSG00000001986	0.548059	0.399159	0.446893	0.389412	0.174962	0.183484	0.227078	0.247156
ENSMUSG00000001988	0.0	0.092653	0.022903	0.052742	0.000000	0.058516	0.030311	0.107754
ENSMUSG00000001995	1.742025	2.109259	1.891985	1.868057	1.474204	1.523223	1.216881	1.341676
ENSMUSG00000001998	3.757002	4.127433	3.684644	3.325445	3.565981	3.741241	3.922115	3.738043
ENSMUSG00000001999	3.604315	4.134568	3.287395	4.096704	4.891689	4.056582	4.079400	4.615738
ENSMUSG00000002006	0.436724	0.207344	0.330505	0.193641	0.277118	0.240500	0.340101	0.296045
ENSMUSG00000002007	9.663301	10.869399	10.193975	11.224002	10.540352	11.010096	10.829417	12.404487
ENSMUSG00000002010	72.925003	77.219955	88.989189	84.507584	88.917336	87.795113	83.373581	83.063156
ENSMUSG00000002012	2.306211	2.287841	2.696213	2.640862	2.188010	2.092073	2.876903	1.868743
ENSMUSG00000002014	22.425941	21.053293	18.894857	20.211739	21.891256	23.017120	21.422291	22.252338
ENSMUSG00000002015	17.502663	18.870762	17.873547	18.701870	19.545359	16.873083	21.114408	15.933415
ENSMUSG00000002017	10.903197	12.463858	12.666923	13.052074	11.503056	11.858803	12.501124	10.936191
ENSMUSG00000002020	0.106651	0.186309	0.000000	0.084593	0.044482	0.058724	0.049067	0.061583
ENSMUSG00000002028	3.954929	3.858557	3.880039	3.435063	4.291060	3.573875	3.611256	3.559700
ENSMUSG00000002031	4.462039	4.928939	5.908926	5.093262	5.191038	3.766778	6.020716	4.377021
ENSMUSG00000002032	1.956563	2.653550	1.532119	2.273218	1.351622	1.839591	1.982349	1.548316
ENSMUSG00000002033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000
ENSMUSG00000002043	3.432420	3.897870	2.267926	2.317580	3.012775	2.917546	3.337090	3.400589
ENSMUSG00000002052	8.277314	9.126513	9.235772	8.908480	11.072618	9.625784	10.204736	9.764593
ENSMUSG00000002055	0.140617	0.535577	0.283463	0.619888	0.387188	0.268072	0.241810	0.819761
ENSMUSG00000002057	0.127838	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000002058	0.687054	1.695481	1.400868	2.316750	1.381220	1.207934	1.366901	1.225208
ENSMUSG00000002059	1.949089	2.496036	1.618261	1.671498	1.191689	1.362880	2.099628	1.468962
ENSMUSG00000002064	12.689939	14.381061	15.143522	16.478935	19.183077	15.849445	20.347048	16.051556
ENSMUSG00000002068	0.338310	0.000000	0.000000	0.305114	0.160789	0.0	0.120165	0.258906
ENSMUSG00000002076	0.000000	0.110404	0.151042	0.103121	0.000000	0.000000	0.026426	0.059012
ENSMUSG00000002083	0.668571	0.437215	0.586032	0.702021	0.870213	0.584031	0.808595	0.790055
ENSMUSG00000002100	0.000000	0.014919	0.0	0.000000	0.0	0.000000	0.0	0.0
ENSMUSG00000002102	70.366112	75.786308	78.255669	76.804756	88.894707	83.052742	85.290215	80.522957
ENSMUSG00000002103	4.596066	5.803641	4.798939	4.484884	5.568974	4.777549	5.272553	4.603716
ENSMUSG00000002104	7.034730	7.954210	8.060737	8.516725	8.517251	9.124080	8.875942	9.492273
ENSMUSG00000002105	6.219022	6.288612	5.625554	7.022158	7.704737	6.837433	7.423861	6.108750
ENSMUSG00000002107	23.080639	21.240118	24.423853	23.573298	21.931477	29.469765	26.140182	20.321600
ENSMUSG00000002108	4.607186	4.921921	5.346223	4.345066	6.481234	5.578327	6.230049	4.599844
ENSMUSG00000002109	0.976379	0.932777	1.245772	0.867645	0.937512	1.042838	1.270433	1.201385
ENSMUSG00000002111	0.462520	0.548714	0.778322	0.598995	1.107640	0.162818	0.648231	0.269226
ENSMUSG00000002129	4.275278	4.545419	5.205967	5.457252	3.953663	4.445454	4.613319	3.882968
ENSMUSG00000002147	4.039858	5.028785	4.478329	4.420323	4.156333	3.807655	4.862451	3.872375
ENSMUSG00000002190	0.0	0.0	0.029561	0.000000	0.000000	0.0	0.0	0.000000
ENSMUSG00000002204	0.055387	0.162816	0.000000	0.159310	0.623096	0.221601	0.175742	0.199793
ENSMUSG00000002205	5.233698	4.780738	6.352855	5.492136	7.527257	5.824366	5.748859	6.279602
ENSMUSG00000002210	2.150006	3.192098	2.518736	3.201459	2.344346	2.754658	1.841774	3.824552
ENSMUSG00000002221	1.684523	1.406180	1.402069	1.373115	1.318341	1.403437	1.508289	1.415150
ENSMUSG00000002222	45.274937	46.157837	46.814083	47.042557	51.805096	49.607094	48.303173	49.881733
ENSMUSG00000002227	0.550076	0.405896	0.656150	0.490045	0.382561	0.375031	0.309583	0.430518
ENSMUSG00000002228	10.709270	13.545784	11.825415	12.513572	13.279225	13.803864	13.202314	13.760829
ENSMUSG00000002233	13.253819	11.389019	12.658800	13.721965	9.540677	9.271506	11.892424	10.387137
ENSMUSG00000002240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000002249	1.554928	1.766981	1.314138	1.796299	2.923715	2.195630	2.506794	2.450699
ENSMUSG00000002250	7.057058	7.241192	8.837650	6.456222	6.631730	6.507519	5.627127	4.218692
ENSMUSG00000002257	0.651353	0.455958	0.437907	0.413488	0.331113	0.455678	0.562301	0.307874
ENSMUSG00000002265	4.045152	5.283924	4.916167	7.847799	2.238026	2.512626	1.347921	2.077782
ENSMUSG00000002266	0.996946	0.888481	0.646912	0.962307	0.822337	0.515639	0.894140	0.667365
ENSMUSG00000002274	5.987408	6.530328	6.137063	6.919331	4.402301	6.067573	4.715320	4.499247
ENSMUSG00000002279	3.879533	5.325499	4.899331	4.628923	3.913856	3.946161	5.567998	5.736298
ENSMUSG00000002280	7.467205	8.445156	7.417449	8.016152	7.452667	7.284549	7.729269	7.478298
ENSMUSG00000002289	0.887488	1.587476	1.028525	0.827195	0.672806	0.817039	0.916433	0.204773
ENSMUSG00000002297	0.018959	0.220493	0.000000	0.291310	0.195933	0.248662	0.440093	0.189659
ENSMUSG00000002307	3.337507	3.748234	4.259326	4.057173	4.072329	4.926613	4.077919	3.287675
ENSMUSG00000002308	2.254030	2.225521	2.415500	3.394010	2.405702	2.225797	2.681397	2.301911
ENSMUSG00000002319	11.370378	10.265759	10.849069	10.234442	12.283916	11.140954	10.803775	11.236738
ENSMUSG00000002320	6.014148	5.211787	4.978092	6.218989	5.971642	5.260979	5.070668	5.050720
ENSMUSG00000002324	0.0	0.000000	0.0	0.000000	0.000000	0.116708	0.000000	0.000000
ENSMUSG00000002325	2.803728	2.414019	2.645438	2.509705	3.043238	2.311686	3.416688	1.611430
ENSMUSG00000002326	0.663471	0.757061	0.757196	1.107395	0.554007	1.033062	0.446768	0.330608
ENSMUSG00000002329	6.897557	6.855594	7.658640	6.784183	6.175851	7.306816	7.479107	8.843084
ENSMUSG00000002332	7.332285	8.349808	10.472765	8.482951	7.964807	8.082392	8.455144	9.077630
ENSMUSG00000002341	0.0	0.011273	0.021988	0.0	0.000000	0.0	0.011572	0.0
ENSMUSG00000002342	9.849429	14.031373	13.739448	15.228492	16.346029	18.894384	17.028818	14.197660
ENSMUSG00000002343	2.907987	2.613453	2.371992	3.112469	2.778054	2.832628	3.081234	2.132792
ENSMUSG00000002345	5.340276	5.166628	4.138654	5.397608	7.012633	5.739859	5.600916	4.378116
ENSMUSG00000002346	7.302344	7.924144	7.106552	9.099967	8.616202	10.454159	9.283132	8.328060
ENSMUSG00000002365	8.483142	9.077017	8.676093	9.173303	8.353383	8.419666	8.353850	8.605848
ENSMUSG00000002372	10.682898	10.208015	10.532552	10.619403	10.716488	9.182327	10.536694	11.292737
ENSMUSG00000002379	75.276085	97.081345	87.698578	98.277496	83.254227	90.873070	98.040863	101.403252
ENSMUSG00000002384	0.022015	0.000000	0.050771	0.000000	0.027226	0.000000	0.000000	0.000000
ENSMUSG00000002393	4.798083	5.359581	4.828300	4.854532	3.756745	4.346515	4.738672	6.236224
ENSMUSG00000002395	22.940863	28.380581	29.265982	29.872822	29.660479	26.877029	29.844561	30.499899
ENSMUSG00000002396	1.777794	1.344341	1.770953	2.047727	1.870504	1.817985	2.118411	1.626090
ENSMUSG00000002409	29.572596	33.284641	27.844486	32.477146	20.801645	28.670332	19.694511	19.500538
ENSMUSG00000002413	1.913116	1.970194	1.883073	2.181169	1.816202	1.754165	2.133892	1.975960
ENSMUSG00000002416	68.315201	59.251461	49.660889	64.985695	59.662308	77.366776	67.945389	72.003471
ENSMUSG00000002428	1.156887	0.925571	1.486401	1.291185	0.933525	0.941715	1.027869	1.085181
ENSMUSG00000002455	9.224544	10.081540	11.294675	12.106046	11.549623	10.463780	10.043357	9.859088
ENSMUSG00000002458	1.243375	1.735041	1.024763	1.381161	1.309136	0.337734	1.074056	0.915936
ENSMUSG00000002459	0.000000	0.000000	0.088740	0.000000	0.000000	0.000000	0.000000	0.048134
ENSMUSG00000002475	0.166004	0.100635	0.253855	0.000000	0.168313	0.211732	0.000000	0.328779
ENSMUSG00000002477	7.777993	6.704738	6.808790	9.078519	6.573812	6.767202	6.548257	5.194378
ENSMUSG00000002486	1.035319	1.014340	1.259725	1.573771	1.311688	1.459086	1.389824	1.302513
ENSMUSG00000002489	1.411912	1.097236	0.721916	1.280529	0.862601	0.818468	0.712081	0.593436
ENSMUSG00000002496	13.515929	15.232149	14.202967	14.718958	12.989923	14.285698	13.748591	14.378909
ENSMUSG00000002500	210.923309	242.799911	239.899582	241.039108	221.244308	228.968750	221.653183	234.370956
ENSMUSG00000002504	14.765882	14.507648	10.282951	11.692126	6.853982	6.997977	7.301548	7.855721
ENSMUSG00000002524	14.514834	16.489517	15.634887	16.839037	14.299637	15.914814	16.654358	16.346371
ENSMUSG00000002546	15.561218	15.150700	14.862301	14.570416	16.270546	14.660990	16.312096	15.316647
ENSMUSG00000002550	3.003812	5.872192	3.741358	3.485628	2.907305	3.462029	3.615748	2.586730
ENSMUSG00000002565	0.161560	0.155373	0.105947	0.242163	0.220958	0.190111	0.271375	0.188478
ENSMUSG00000002578	0.097941	0.142727	0.030301	0.147385	0.212483	0.050252	0.090546	0.137271
ENSMUSG00000002580	8.443344	10.252694	9.348340	8.596765	10.003788	7.983952	10.011523	10.183885
ENSMUSG00000002588	0.399607	0.569690	0.307647	0.370186	0.321736	0.000000	0.158843	0.000000
ENSMUSG00000002602	13.733502	10.030366	9.993925	9.249660	5.576197	6.692844	7.548272	4.461735
ENSMUSG00000002603	2.657641	2.580342	3.728937	3.305869	1.632637	2.122508	2.710965	1.698974
ENSMUSG00000002608	9.674421	11.898024	10.602901	11.355754	11.966006	10.414825	12.058980	11.241197
ENSMUSG00000002617	0.487045	0.549849	0.520911	0.909584	0.318835	0.346395	0.434463	0.706017
ENSMUSG00000002625	9.721992	9.593799	8.936703	9.785603	13.124777	12.182705	14.211377	12.661159
ENSMUSG00000002633	0.028929	0.000000	0.000000	0.029772	0.000000	0.000000	0.058160	0.000000
ENSMUSG00000002635	6.228145	6.662690	6.223522	6.465254	4.835299	6.905529	6.815780	6.442988
ENSMUSG00000002658	6.741010	7.768380	9.587880	7.603509	6.300917	6.493581	8.485175	8.422449
ENSMUSG00000002660	9.665926	11.479820	10.861156	11.205130	10.177723	13.135822	12.143177	10.859241
ENSMUSG00000002661	8.044617	8.995512	8.484525	7.073388	6.310606	5.428754	7.578007	5.408562
ENSMUSG00000002664	0.319872	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.000000
ENSMUSG00000002668	0.082646	0.131198	0.250228	0.139926	0.749092	0.098813	0.380607	0.102752
ENSMUSG00000002679	3.732516	5.617605	3.853851	5.207972	4.109056	4.493870	5.148474	3.337502
ENSMUSG00000002688	0.502549	0.625261	1.012408	0.677498	0.564876	0.709887	0.560508	1.188677
ENSMUSG00000002699	0.239246	0.305515	0.377353	0.234717	0.401013	0.145092	0.425703	0.000000
ENSMUSG00000002718	20.251703	20.522797	22.052336	21.381285	18.355803	20.257231	18.496260	20.443573
ENSMUSG00000002728	19.468468	23.203197	20.573463	22.018377	15.849092	18.226950	19.476240	18.316471
ENSMUSG00000002731	1.051015	1.500137	1.768502	1.459407	1.245780	1.989816	1.782773	0.879449
ENSMUSG00000002732	3.693532	3.762755	3.404672	3.872598	1.467568	1.557857	2.992512	1.678643
ENSMUSG00000002733	4.290973	4.045398	3.642987	3.725436	2.529935	3.267136	3.589893	2.830266
ENSMUSG00000002741	11.656015	11.359590	13.063881	11.213199	11.364239	11.279085	11.902772	10.617702
ENSMUSG00000002748	11.581578	12.763872	11.900251	11.810251	12.402301	12.171298	12.385745	12.363633
ENSMUSG00000002763	2.731605	3.952803	3.010723	3.092998	3.314060	3.724868	3.180330	3.061810
ENSMUSG00000002767	30.329630	32.775856	36.124523	35.310097	29.790993	35.872772	31.314877	32.462452
ENSMUSG00000002768	11.006167	13.807170	12.487051	12.706136	10.666881	11.940187	10.671681	8.607566
ENSMUSG00000002769	0.593676	0.000000	0.263854	0.000000	0.233981	0.462096	0.000000	0.000000
ENSMUSG00000002771	0.180329	0.000000	0.177293	0.066215	0.090584	0.064792	0.140231	0.075975
ENSMUSG00000002778	21.349548	19.569595	21.601349	18.960981	20.557396	20.851271	20.605467	17.492140
ENSMUSG00000002781	14.539939	14.806165	15.447662	13.292175	14.206949	14.741990	15.021388	17.121006
ENSMUSG00000002791	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000
ENSMUSG00000002797	1.264697	0.665580	1.208828	0.747338	0.697927	2.188659	2.366274	1.468620
ENSMUSG00000002799	6.368729	6.387267	6.186155	6.520644	6.539280	6.011993	5.837359	7.032629
ENSMUSG00000002803	6.452996	6.749392	6.190803	6.858030	6.149453	6.925706	6.007244	6.744163
ENSMUSG00000002804	2.012831	2.380278	1.594080	1.824067	1.508816	1.730151	2.795006	1.840472
ENSMUSG00000002808	43.844231	43.450893	49.144554	48.088886	40.678093	39.940666	43.240601	48.514996
ENSMUSG00000002812	21.646614	21.624796	22.086260	21.501080	26.485102	24.111176	26.861483	21.858402
ENSMUSG00000002814	0.974438	1.085926	0.996027	1.256758	1.760855	1.061458	1.361736	1.321241
ENSMUSG00000002820	5.108088	4.958560	5.575927	6.140230	5.638434	4.885897	5.858916	5.789323
ENSMUSG00000002825	2.451781	2.506945	2.350313	3.895578	2.939033	3.517727	2.933634	3.610352
ENSMUSG00000002831	63.914227	38.140945	42.834549	40.263752	73.740311	52.492313	54.105019	44.514053
ENSMUSG00000002833	10.575643	11.955634	9.729573	10.861569	9.511427	11.886712	11.069398	11.077001
ENSMUSG00000002835	0.187219	0.236680	0.160965	0.252850	0.161949	0.256765	0.274010	0.187839
ENSMUSG00000002844	5.438192	5.088386	5.427859	5.089510	5.178640	4.102553	4.914171	4.950777
ENSMUSG00000002845	2.848141	3.023983	2.400463	3.090605	2.270145	2.544713	3.194008	2.177867
ENSMUSG00000002846	12.722586	15.331994	14.706879	13.582842	11.218808	13.979622	14.160307	12.343270
ENSMUSG00000002847	1.847427	1.556940	1.307907	1.668005	1.802107	1.314913	1.819983	0.854712
ENSMUSG00000002870	0.855646	1.012627	0.717781	1.660966	1.215598	1.052103	1.579300	1.488097
ENSMUSG00000002871	4.850088	6.835305	5.674166	6.918068	5.628984	7.216271	8.461730	6.942551
ENSMUSG00000002881	3.479188	4.621339	3.482207	4.199044	2.734559	3.511777	3.874619	3.291521
ENSMUSG00000002885	11.726295	12.081405	11.339653	11.850692	8.618879	8.159471	8.618203	8.529157
ENSMUSG00000002897	0.272402	0.270967	0.397469	0.258315	0.524114	0.188794	0.493885	0.462235
ENSMUSG00000002900	6.384789	6.621612	6.388995	6.662884	3.346677	3.121142	3.857368	2.221590
ENSMUSG00000002908	2.252418	3.126517	3.030749	2.884350	2.945012	3.946100	3.383245	3.197521
ENSMUSG00000002910	34.075092	14.172596	3.008173	1.957803	15.995692	24.780024	20.353041	18.171743
ENSMUSG00000002930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000002944	66.067894	81.944916	80.646927	71.731163	84.755249	78.726089	82.341507	67.196014
